timestamp,src_ip,dst_ip,proto,src_port,dst_port,flags,packet_len,label
1745350896.101409,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350896.101430,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350897.790348,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350897.792302,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350897.792326,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350899.407998,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350899.410380,192.168.100.5,192.168.100.4,TCP,46718,22,PA,142,ssh_brute_force
1745350899.410404,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350899.431491,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350899.433300,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350899.433320,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350899.454142,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350899.455688,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350899.455706,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350901.109407,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350901.111162,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350901.111186,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350901.143793,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350901.145741,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350901.145762,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350902.761642,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350902.763301,192.168.100.5,192.168.100.4,TCP,46718,22,PA,142,ssh_brute_force
1745350902.763322,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350902.807934,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350902.809530,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350902.809557,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350904.465447,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350904.466652,192.168.100.5,192.168.100.4,TCP,46748,22,PA,150,ssh_brute_force
1745350904.466671,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350904.497441,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350904.499264,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350904.499290,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350906.115222,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350906.117306,192.168.100.5,192.168.100.4,TCP,46718,22,PA,142,ssh_brute_force
1745350906.117334,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350906.161288,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350906.162798,192.168.100.5,192.168.100.4,TCP,46736,22,PA,150,ssh_brute_force
1745350906.162844,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350907.818353,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350907.819591,192.168.100.5,192.168.100.4,TCP,46748,22,PA,150,ssh_brute_force
1745350907.819612,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350907.851877,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350907.893145,192.168.100.5,192.168.100.4,TCP,46716,22,A,66,ssh_brute_force
1745350907.965520,192.168.100.5,192.168.100.4,TCP,46716,22,PA,150,ssh_brute_force
1745350907.965627,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350909.468820,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350909.470564,192.168.100.5,192.168.100.4,TCP,46718,22,PA,150,ssh_brute_force
1745350909.470592,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350909.496069,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350909.497980,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350909.498004,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350909.514477,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350909.515844,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350909.515863,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350911.318909,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350911.320208,192.168.100.5,192.168.100.4,TCP,46716,22,A,66,ssh_brute_force
1745350911.321151,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350911.321169,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350912.829934,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350912.832215,192.168.100.5,192.168.100.4,TCP,46718,22,PA,142,ssh_brute_force
1745350912.832244,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350912.850146,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350912.851949,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350912.851974,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350912.867877,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350912.869129,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350912.869146,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350914.672760,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350914.674419,192.168.100.5,192.168.100.4,TCP,46716,22,PA,150,ssh_brute_force
1745350914.674442,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350916.207417,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350916.209718,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350916.209747,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350916.232986,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350916.233093,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350916.234614,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350916.234634,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350916.235364,192.168.100.5,192.168.100.4,TCP,46718,22,PA,150,ssh_brute_force
1745350916.235378,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350917.913025,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350917.914699,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350917.914720,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350918.030942,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350918.032822,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350918.032847,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350919.565766,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350919.568196,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350919.568224,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350919.587181,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350919.588390,192.168.100.5,192.168.100.4,TCP,46718,22,PA,142,ssh_brute_force
1745350919.588406,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350921.244957,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350921.246560,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350921.246583,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350921.264619,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350921.265877,192.168.100.5,192.168.100.4,TCP,46718,22,PA,150,ssh_brute_force
1745350921.265894,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350921.266275,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350921.276420,192.168.100.5,192.168.100.4,TCP,46736,22,PA,150,ssh_brute_force
1745350921.276443,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350921.386881,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350921.389053,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350921.389082,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350924.598484,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350924.600008,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350924.600029,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350924.617663,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350924.619247,192.168.100.5,192.168.100.4,TCP,46718,22,PA,150,ssh_brute_force
1745350924.619263,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350924.654815,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350924.656047,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350924.656068,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350924.740597,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350924.742133,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350924.742154,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350926.295251,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350926.297785,192.168.100.5,192.168.100.4,TCP,46718,22,PA,142,ssh_brute_force
1745350926.297829,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350927.952718,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350927.954942,192.168.100.5,192.168.100.4,TCP,46748,22,PA,150,ssh_brute_force
1745350927.954971,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350928.007723,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350928.008981,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350928.009000,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350928.093746,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350928.095111,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350928.095136,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350929.655990,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350929.658333,192.168.100.5,192.168.100.4,TCP,46718,22,PA,150,ssh_brute_force
1745350929.658358,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350931.325361,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350931.327448,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350931.327472,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350931.360567,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350931.361860,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350931.361883,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350931.446895,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350931.448241,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350931.448263,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350933.013500,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350933.015749,192.168.100.5,192.168.100.4,TCP,46718,22,PA,142,ssh_brute_force
1745350933.015774,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350934.701366,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350934.702557,192.168.100.5,192.168.100.4,TCP,46748,22,PA,150,ssh_brute_force
1745350934.702579,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350934.713294,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350934.714573,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350934.714593,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350934.800403,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350934.801944,192.168.100.5,192.168.100.4,TCP,46716,22,PA,150,ssh_brute_force
1745350934.801968,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350936.367745,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350936.369242,192.168.100.5,192.168.100.4,TCP,46718,22,PA,142,ssh_brute_force
1745350936.369264,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350936.390577,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350936.392061,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350936.392082,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350938.054573,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350938.056641,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350938.056666,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350938.153543,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350938.155181,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350938.155204,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350939.721464,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350939.723458,192.168.100.5,192.168.100.4,TCP,46718,22,PA,142,ssh_brute_force
1745350939.723486,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350939.743379,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350939.744565,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350939.744582,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350941.408048,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350941.410106,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350941.410133,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350941.507338,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350941.509411,192.168.100.5,192.168.100.4,TCP,46716,22,PA,150,ssh_brute_force
1745350941.509436,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350943.077690,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350943.079747,192.168.100.5,192.168.100.4,TCP,46718,22,PA,142,ssh_brute_force
1745350943.079775,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350943.112306,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350943.114403,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350943.114431,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350944.761989,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350944.763635,192.168.100.5,192.168.100.4,TCP,46748,22,PA,150,ssh_brute_force
1745350944.763660,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350944.790924,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350944.792280,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350944.792300,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350944.861256,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350944.863214,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350944.863238,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350946.431135,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350946.432348,192.168.100.5,192.168.100.4,TCP,46718,22,PA,142,ssh_brute_force
1745350946.432367,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350948.116308,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350948.118441,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350948.118464,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350948.144087,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350948.146364,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350948.146390,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350948.215059,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350948.216901,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350948.216937,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350949.783932,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350949.785102,192.168.100.5,192.168.100.4,TCP,46718,22,PA,142,ssh_brute_force
1745350949.785120,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350951.543489,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350951.543615,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350951.545547,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350951.545571,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350951.546770,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350951.546788,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350951.569364,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350951.570694,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350951.570713,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350953.137515,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350953.138847,192.168.100.5,192.168.100.4,TCP,46718,22,PA,142,ssh_brute_force
1745350953.138867,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350953.223049,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350953.225001,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350953.225057,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350954.897268,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350954.898611,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350954.898630,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350954.922721,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350954.924163,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350954.924182,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350956.490364,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350956.491599,192.168.100.5,192.168.100.4,TCP,46718,22,PA,142,ssh_brute_force
1745350956.491623,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350956.577017,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350956.579001,192.168.100.5,192.168.100.4,TCP,46736,22,PA,150,ssh_brute_force
1745350956.579025,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350956.600026,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350956.601400,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350956.601421,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350958.250112,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350958.251384,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350958.251403,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350958.255597,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350958.264016,192.168.100.5,192.168.100.4,TCP,46736,22,PA,150,ssh_brute_force
1745350958.264041,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350959.843227,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350959.844504,192.168.100.5,192.168.100.4,TCP,46718,22,PA,150,ssh_brute_force
1745350959.844523,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350959.953537,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350959.954868,192.168.100.5,192.168.100.4,TCP,46716,22,PA,150,ssh_brute_force
1745350959.954889,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350959.955719,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350959.965145,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350959.965174,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350961.607335,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350961.610177,192.168.100.5,192.168.100.4,TCP,46748,22,PA,150,ssh_brute_force
1745350961.610211,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350963.196386,192.168.100.4,192.168.100.5,TCP,22,46718,PA,118,ssh_brute_force
1745350963.197608,192.168.100.5,192.168.100.4,TCP,46718,22,PA,142,ssh_brute_force
1745350963.197626,192.168.100.4,192.168.100.5,TCP,22,46718,A,66,ssh_brute_force
1745350963.306816,192.168.100.4,192.168.100.5,TCP,22,46716,PA,118,ssh_brute_force
1745350963.308320,192.168.100.5,192.168.100.4,TCP,46716,22,PA,142,ssh_brute_force
1745350963.308350,192.168.100.4,192.168.100.5,TCP,22,46716,A,66,ssh_brute_force
1745350963.316833,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350963.319306,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350963.319321,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350964.961712,192.168.100.4,192.168.100.5,TCP,22,46748,PA,118,ssh_brute_force
1745350964.963659,192.168.100.5,192.168.100.4,TCP,46748,22,PA,142,ssh_brute_force
1745350964.963687,192.168.100.4,192.168.100.5,TCP,22,46748,A,66,ssh_brute_force
1745350964.995257,192.168.100.4,192.168.100.5,TCP,22,46736,PA,118,ssh_brute_force
1745350964.996622,192.168.100.5,192.168.100.4,TCP,46736,22,PA,142,ssh_brute_force
1745350964.996648,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350965.865864,192.168.100.4,192.168.100.5,TCP,22,46736,FA,66,ssh_brute_force
1745350965.866585,192.168.100.5,192.168.100.4,TCP,46736,22,FA,66,ssh_brute_force
1745350965.866701,192.168.100.4,192.168.100.5,TCP,22,46736,A,66,ssh_brute_force
1745350965.867488,192.168.100.5,192.168.100.4,TCP,56426,22,S,74,ssh_brute_force
1745350965.867522,192.168.100.4,192.168.100.5,TCP,22,56426,SA,74,ssh_brute_force
1745350965.868220,192.168.100.5,192.168.100.4,TCP,56426,22,A,66,ssh_brute_force
1745350965.868543,192.168.100.4,192.168.100.5,TCP,22,56426,PA,92,ssh_brute_force
1745350965.868845,192.168.100.5,192.168.100.4,TCP,56426,22,PA,89,ssh_brute_force
1745350965.869333,192.168.100.5,192.168.100.4,TCP,56426,22,A,66,ssh_brute_force
1745350965.869411,192.168.100.4,192.168.100.5,TCP,22,56426,A,66,ssh_brute_force
1745350965.869689,192.168.100.4,192.168.100.5,TCP,22,56426,RA,66,ssh_brute_force
1745350966.086688,192.168.100.5,192.168.100.4,TCP,56436,22,S,74,ssh_brute_force
1745350966.086757,192.168.100.4,192.168.100.5,TCP,22,56436,SA,74,ssh_brute_force
1745350966.087838,192.168.100.5,192.168.100.4,TCP,56436,22,A,66,ssh_brute_force
1745350966.087839,192.168.100.5,192.168.100.4,TCP,56436,22,PA,89,ssh_brute_force
1745350966.087905,192.168.100.4,192.168.100.5,TCP,22,56436,A,66,ssh_brute_force
1745350966.088826,192.168.100.4,192.168.100.5,TCP,22,56436,PA,92,ssh_brute_force
1745350966.089239,192.168.100.4,192.168.100.5,TCP,22,56436,RA,66,ssh_brute_force
1745350966.089859,192.168.100.5,192.168.100.4,TCP,56436,22,A,66,ssh_brute_force
1745350966.089883,192.168.100.4,192.168.100.5,TCP,22,56436,R,54,ssh_brute_force
1745350966.310859,192.168.100.5,192.168.100.4,TCP,56448,22,S,74,ssh_brute_force
1745350966.310904,192.168.100.4,192.168.100.5,TCP,22,56448,SA,74,ssh_brute_force
1745350966.311448,192.168.100.5,192.168.100.4,TCP,56448,22,A,66,ssh_brute_force
1745350966.311786,192.168.100.4,192.168.100.5,TCP,22,56448,PA,92,ssh_brute_force
1745350966.311864,192.168.100.4,192.168.100.5,TCP,22,56448,FA,66,ssh_brute_force
1745350966.311917,192.168.100.5,192.168.100.4,TCP,56448,22,PA,89,ssh_brute_force
1745350966.311942,192.168.100.4,192.168.100.5,TCP,22,56448,R,54,ssh_brute_force
1745350966.312565,192.168.100.5,192.168.100.4,TCP,56448,22,A,66,ssh_brute_force
1745350966.312578,192.168.100.4,192.168.100.5,TCP,22,56448,R,54,ssh_brute_force
1745350966.537834,192.168.100.5,192.168.100.4,TCP,56454,22,S,74,ssh_brute_force
1745350966.537896,192.168.100.4,192.168.100.5,TCP,22,56454,SA,74,ssh_brute_force
