timestamp,src_ip,dst_ip,proto,src_port,dst_port,packet_len,label
1745266967.203851,192.168.100.5,192.168.100.4,TCP,48468,53,60,aggressive_scan
1745266967.203852,192.168.100.5,192.168.100.4,TCP,48468,139,60,aggressive_scan
1745266967.203852,192.168.100.5,192.168.100.4,TCP,48468,587,60,aggressive_scan
1745266967.203852,192.168.100.5,192.168.100.4,TCP,48468,135,60,aggressive_scan
1745266967.203853,192.168.100.5,192.168.100.4,TCP,48468,5900,60,aggressive_scan
1745266967.203904,192.168.100.4,192.168.100.5,TCP,53,48468,54,aggressive_scan
1745266967.204058,192.168.100.4,192.168.100.5,TCP,139,48468,54,aggressive_scan
1745266967.204221,192.168.100.4,192.168.100.5,TCP,587,48468,54,aggressive_scan
1745266967.204397,192.168.100.4,192.168.100.5,TCP,135,48468,54,aggressive_scan
1745266967.204536,192.168.100.4,192.168.100.5,TCP,5900,48468,54,aggressive_scan
1745266967.208031,192.168.100.5,192.168.100.4,TCP,48468,993,60,aggressive_scan
1745266967.208032,192.168.100.5,192.168.100.4,TCP,48468,256,60,aggressive_scan
1745266967.208032,192.168.100.5,192.168.100.4,TCP,48468,22,60,aggressive_scan
1745266967.208032,192.168.100.5,192.168.100.4,TCP,48468,1723,60,aggressive_scan
1745266967.208032,192.168.100.5,192.168.100.4,TCP,48468,443,60,aggressive_scan
1745266967.208055,192.168.100.4,192.168.100.5,TCP,993,48468,54,aggressive_scan
1745266967.208171,192.168.100.4,192.168.100.5,TCP,256,48468,54,aggressive_scan
1745266967.208284,192.168.100.4,192.168.100.5,TCP,22,48468,54,aggressive_scan
1745266967.208396,192.168.100.4,192.168.100.5,TCP,1723,48468,54,aggressive_scan
1745266967.208509,192.168.100.4,192.168.100.5,TCP,443,48468,54,aggressive_scan
1745266967.209315,192.168.100.5,192.168.100.4,TCP,48468,1720,60,aggressive_scan
1745266967.209315,192.168.100.5,192.168.100.4,TCP,48468,995,60,aggressive_scan
1745266967.209338,192.168.100.4,192.168.100.5,TCP,1720,48468,54,aggressive_scan
1745266967.209475,192.168.100.4,192.168.100.5,TCP,995,48468,54,aggressive_scan
1745266967.210834,192.168.100.5,192.168.100.4,TCP,48468,80,60,aggressive_scan
1745266967.210835,192.168.100.5,192.168.100.4,TCP,48468,143,60,aggressive_scan
1745266967.210835,192.168.100.5,192.168.100.4,TCP,48468,21,60,aggressive_scan
1745266967.210835,192.168.100.5,192.168.100.4,TCP,48468,554,60,aggressive_scan
1745266967.210835,192.168.100.5,192.168.100.4,TCP,48468,113,60,aggressive_scan
1745266967.210836,192.168.100.5,192.168.100.4,TCP,48468,111,60,aggressive_scan
1745266967.210864,192.168.100.4,192.168.100.5,TCP,80,48468,54,aggressive_scan
1745266967.210998,192.168.100.4,192.168.100.5,TCP,143,48468,54,aggressive_scan
1745266967.211128,192.168.100.4,192.168.100.5,TCP,21,48468,54,aggressive_scan
1745266967.211258,192.168.100.4,192.168.100.5,TCP,554,48468,54,aggressive_scan
1745266967.211390,192.168.100.4,192.168.100.5,TCP,113,48468,54,aggressive_scan
1745266967.211543,192.168.100.4,192.168.100.5,TCP,111,48468,54,aggressive_scan
1745266967.214110,192.168.100.5,192.168.100.4,TCP,48468,8080,60,aggressive_scan
1745266967.214110,192.168.100.5,192.168.100.4,TCP,48468,1025,60,aggressive_scan
1745266967.214133,192.168.100.4,192.168.100.5,TCP,8080,48468,54,aggressive_scan
1745266967.214295,192.168.100.4,192.168.100.5,TCP,1025,48468,54,aggressive_scan
1745266967.216303,192.168.100.5,192.168.100.4,TCP,48468,25,60,aggressive_scan
1745266967.216303,192.168.100.5,192.168.100.4,TCP,48468,445,60,aggressive_scan
1745266967.216303,192.168.100.5,192.168.100.4,TCP,48468,199,60,aggressive_scan
1745266967.216327,192.168.100.4,192.168.100.5,TCP,25,48468,54,aggressive_scan
1745266967.216463,192.168.100.4,192.168.100.5,TCP,445,48468,54,aggressive_scan
1745266967.216586,192.168.100.4,192.168.100.5,TCP,199,48468,54,aggressive_scan
1745266967.217419,192.168.100.5,192.168.100.4,TCP,48468,3389,60,aggressive_scan
1745266967.217420,192.168.100.5,192.168.100.4,TCP,48468,23,60,aggressive_scan
1745266967.217420,192.168.100.5,192.168.100.4,TCP,48468,3306,60,aggressive_scan
1745266967.217420,192.168.100.5,192.168.100.4,TCP,48468,8888,60,aggressive_scan
1745266967.217445,192.168.100.4,192.168.100.5,TCP,3389,48468,54,aggressive_scan
1745266967.217580,192.168.100.4,192.168.100.5,TCP,23,48468,54,aggressive_scan
1745266967.217713,192.168.100.4,192.168.100.5,TCP,3306,48468,54,aggressive_scan
1745266967.217846,192.168.100.4,192.168.100.5,TCP,8888,48468,54,aggressive_scan
1745266967.218682,192.168.100.5,192.168.100.4,TCP,48468,110,60,aggressive_scan
1745266967.218683,192.168.100.5,192.168.100.4,TCP,48468,7778,60,aggressive_scan
1745266967.218683,192.168.100.5,192.168.100.4,TCP,48468,1045,60,aggressive_scan
1745266967.218683,192.168.100.5,192.168.100.4,TCP,48468,1085,60,aggressive_scan
